hotel_name,location,wrote,rating,title,comment
Mercure Montevideo Punta Carretas,"Buenos Aires, Argentina",January 2016,5,Excelente estadía.,"Hotel muy nuevo con instalaciones en perfecto estado. Buen servicio, buena limpieza del hotel en general, de la habitación y del baño. La habitación tiene una cama grande y es muy cómoda. El desayuno está muy bien atendido. El personal es servicial. Para recomendar, ni bien pueda regresaré."
Mercure Montevideo Punta Carretas,"Santa Fe, Argentina",January 2016,5,Exelente opción,"Muy buen hotel, muy buena atención y comodidades que un Hotel Mercure puede ofrecer... Cerca de un shopping, de las ramblas principales de Montevideo y del microcentro Montevideano. Es muy recomendable tanto para placer, negocios, vacaciones, etc.. Lo único que podría decir, es el restaurante un poco pequeño, pero con su atención y variedad, tanto en las demás colaciones como almuerzo y cena, todo lo supera. Recomendado y sin dudas volveré."
Mercure Montevideo Punta Carretas,"Santa Fe, Argentina",January 2016,2,Pésimo e irrespetuoso servicio,"A pesar de que la habitacion es cómoda, el servicio es muy deficiente. Adicionalmente, tanto un empleado de la recepción como uno del restaurante fueron groseros e irrespetuosos. En realidad a este hotel le hace falta gerencia. El gerente nunca se encuentra y parece no observar las deficiencias existentes. Los empleados que atienden en la cafetería, hacen su mejor esfuerzo para atender bien en una cocina muy pequeña e insuficiente. Normalmente no hay los platos anunciados en la carta. En realidad, este hotel está muy por debajo del nivel de hoteles Mercure de otras ciudades en los que me he hospedado. Como huesped, se puede admitir algunas deficiencias en el servicio, pero nunca una grosería o falta de respeto como me ocurrió aquí."
Mercure Montevideo Punta Carretas,"Santa Fe, Argentina",November 2015,5,Todo Bien,Cuartos pequeños pero cómodos.... linda vista para ambos lados... tanto Rambla como para la ciudad... desayuno abundante y gente muy amable y dispuesta a ayudar!!! se genera un lindo ambiente al desayuno y la comodidad de los cuartos es espectacular... solo hay que acostumbrarse a la dureza de las camas pero el resto todo bien... aunque no reponen jabones con periodicidad
Mercure Montevideo Punta Carretas,"Santa Fe, Argentina",November 2015,3,Problemas en la web y app sobre las fotografías de las habitaciones.,"Al hacer las reservas, las habitaciones descritas no corresponden con las fotografías. Parece que aún siguen con el mismo inconveniente en alguna de ellas a pesar de haberlo avisado claramente por mi parte. Por el inconveniente, nos han alojado una noche extra sin coste. Por todo lo demás ha sido una muy buena experiencia en el hotel. Lo recomiendo por su posición estratégica en la costa y el lugar agradable que uno disfruta. Muy buena atención. Merecen la máxima puntuación pero las confusiones de las fotografías no me hacen darle un 10."
Mercure Montevideo Punta Carretas,"Santa Fe, Argentina",January 2015,3,"Habitaciones pequeñas, bien ubicado","Esta muy bien ubicado, sobre la Rambla, a 2 cuadras del Punta Carretas Shopping. El desayuno es normal, pero esta bien. Las habitaciones (o por lo menos en la que estuve yo) son muy pequeñas, hay poco espacio para circular, me resultó incómodo, se escuchaban los ruidos de la habitación de al lado. Hay otros hoteles en Montevideo a ese precio y de mejor calidad y servicio. Si bien tenía wifi gratuito, en la habitación no andaba muy bien, se cortaba."
Mercure Montevideo Punta Carretas,"santiago, chile",October 2015,3,"Hotelito nuevo, comoda ubicacion","EL hotel no tiene nada de otro mundo per oes nuevo y la atencion es muy buena y amable. Queda muy cerca de un par de buenos restaurants y el mall, esta en la costanera y el acceso es bueno. Lo malo es que no tiene cochera pero se puede estacionar afuera en la calle."
Mercure Montevideo Punta Carretas,"santiago, chile",October 2015,5,Excelente Atención,"Es un hotel muy bien ubicado, a pasos del Punta Carretas Shopping, frente a la Rambla con una excelente vista al río. Muy buen desayuno y excelente atención. Al no tener demasiadas habitaciones (4 por piso) hace que sea un hotel tranquilo y amigable."
Mercure Montevideo Punta Carretas,"santiago, chile",August 2015,4,Moderno y confortable,Hotel en el rambla. Moderno y confortable. Bien ubicado. Muy buen confort y servicio Con algunos detalles de categoría y buena atención general.. Desayuno completo y bien servido. Habitación cómoda. Relación calidad/precio excelente
Mercure Montevideo Punta Carretas,"santiago, chile",September 2015,3,Hay mejores!!,"Es un hotel nuevo y esta sobre la rambla tiene buena cama y buen wifi. Lo regular; desayuno muy pobre y con productos de baja calidad. El baño minusculo y aclaro que tome habitacion superior con vista al mar. No hay forma de cerrar las cortinas para que no entre mucha luz a la mañana. No tiene cochera. No repusieron jabones. En fin, no volveremos"
Mercure Montevideo Punta Carretas,"santiago, chile",August 2015,4,"Muy buen balance entre comodidad, atención, lugar y precio","Ubicado sobre la Rambla, con una hermosa vista desde las habitaciones, el hotel encuentra un equilibrio entre calidad y precio. Buena atención, con recomendaciones para turistas. Está cerca del shopping Punta Carretas y varios restaurantes muy buenos. Es una opción inteligente para estar en Montevideo"
Mercure Montevideo Punta Carretas,"Atlántida, Canelones, Uruguay",October 2014,5,Excelente ubicación,"Recomiendo este hotel por su buena ubicación, frente a la playa con una espléndida vista, cerca del Shopping Punta Carretas y de varios restaurantes. Muy buena atención y buen servicio. Habitaciones limpias Se recomienda."
Mercure Montevideo Punta Carretas,"Atlántida, Canelones, Uruguay",May 2015,4,"Simplemente, Mercure","Tuve la oportunidad de estar en varios hoteles de la cadena Mercure en distintos países y nunca falla. Ir al Mercure para mi es sinónimo de saber que voy a estar en un buen hotel con una habitación amplia, una cama cómoda y un buen servicio. La ubicación de éste en particular es enfrente a la rambla y a dos cuadras del shopping Punta Carretas. El hotel tiene un año, así que sus instalaciones son modernas. Sin dudas, volvería."
Mercure Montevideo Punta Carretas,"Atlántida, Canelones, Uruguay",April 2015,4,Muy satisfechos,"El hotel tiene lo propio de un hotel de la cadena Accor: buen restaurant, buen desayuno, habitaciones funcionales, más bien pequeña pero cómoda. La calidad del servicio es buena y la relación precio calidad adecuada."
Mercure Montevideo Punta Carretas,"Atlántida, Canelones, Uruguay",March 2015,5,Excelente Noche de Bodas!,"Un hermoso hotel, con una vista espectacular! El servicio fue excelente desde el apronte de la novia (que se llevo un equipo de 4 personas!) hasta la mañana siguiente con el desayuno increíble! Infinitas gracias por la buena disposición y por hacer de nuestra noche de bodas un momento muy especial!"
Mercure Montevideo Punta Carretas,"Atlántida, Canelones, Uruguay",March 2015,4,MUY BUENA OPCION EN LA RAMBLA,"muy buen hotel sobre la rambla, ideal para aquellos que hacen caminatas o runing.muy bien decorado,muy buena habitación, con vista al rio(la cama un poco dura).buen desayuno.atencion que el bar cierra a las 10,30 pm por lo que si llega después de dicha hora y desea tomar algo deberá conformarse con el frigobar de la habitación.no hay cochera, pero no tuve problema en estacionar en frente del hotel sobre la rambla,buena relación preci calidad hasta 110 dólares."
Smart Hotel Montevideo,"San Jose de Mayo, Uruguay",December 2021,4,"Ubicación, trato y confort","Smart hotel Montevideo está ubicado estratégicamente en la ciudad capital del Uruguay. Tiene todo lo que necesita un hotel: confort, calidad y espacio. Además, está muy bien atendido, y la estadía fue de lo más placentera. Muy recomendable para viajes cortos porque está muy bien conectado con toda la ciudad."
Smart Hotel Montevideo,"San Jose de Mayo, Uruguay",November 2021,5,Escapada con amigos,"El hotel tiene una excelente ubicación, la habitación súper amplia y muy cómoda. El desayuno muy bueno. El personal muy atento y cordial. La vista del piso 10 hermosa! Recomendable 100 por 100 Volvería!"
Smart Hotel Montevideo,"San Jose de Mayo, Uruguay",October 2021,5,Excelente en todo sentido!,"Es todo lo que ofrece y más, limpieza 10 puntos, Atencion, 10 puntos y la habitación es tal cual se ofrece en las fotografías. Desayuno muy bueno. Y atención post- viaje, deje olvidado mi cargador de IPhone, creí perderlo y me llamaron personalmente para decirme que me lo dejaban a mi nombre en recepción. Por supuesto todas las medidas de COVID, Solo puntos positivos a destacar."
Smart Hotel Montevideo,"San Jose de Mayo, Uruguay",October 2021,5,Smart Hotel Montevideo,"Excelente ubicación tiene el Hotel, super comodas y limpias las Instalaciones. Usamos el Gimnasio y esta muy bueno y practico. El Personal muy amable y atento! El Wi-Fi funciona impecable. Super Recomendable."
Smart Hotel Montevideo,"San Jose de Mayo, Uruguay",October 2021,4,Cordialidad,"El hotel es muy lindo y luminoso, con muebles de madera clara y un buen escritorio de tamaño considerable ( corner loft). El personal es muy amable, de excelente trato y predisposición, lo cuál siempre mejora la vida de los pasajeros. La limpieza muy bien. Faltan algunos elementos habituales de higiene personal (cepillos de dientes, dentífricos y gorras de ducha). Es recomendable para quien debe transitar por la zona céntrica y de la ciudad vieja. Muy contenta de haber estado allí."
Smart Hotel Montevideo,,October 2021,5,Excelente opción,"Muy cómodas las instalaciones y me brindaron una excelente atención. El servicio a la habitación fue muy rápido y a muy buen precio. Dentro de la habitación encuentras jabón, shampoo y acondicionador, así como un hervidor de agua para prepapar café o té. Me quedaría nuevamente sin dudas!"
Smart Hotel Montevideo,,September 2021,5,Siempre excelente,"Habitación hermosa , linda baño y el personal súper atento . Siempre me quedo en este hotel cuando quiero salir de la rutina y estar cómoda . Las habitaciones amplias limpias y con gran ventanal. Zona céntrica cerca de todo . La gente de recepción súper buena onda siempre atentos a los detalles ."
Smart Hotel Montevideo,,July 2021,4,Buena relación calidad precio,"La atención muy buena, simpáticos, resolutivos y siempre abiertos a solucionar lo que el huésped necesita. La habitación cómoda e instalación moderna. Por poner una observación: el aire acondicionado hace bastante ruido y el extractor de vapor de la ducha también. No se si es que no sabía apagarlo o si es así. Todo lo demás genial, gracias por el servicio!"
Smart Hotel Montevideo,,July 2021,5,Nuestro hospedaje en SmartHotel,"Muy còmoda y agradable la habitaciòn y sus anexos (baño, kitchenette). La atención excelente de su conserjería. No incluye el desayuno en su tarifa pero es de muy bajo costo y acorde, con entrega coordinada en habitación. En resumen muy buen servicio en general y muy recomendable, además de una muy buena ubicación céntrica. La única observación y que no es atribuible al hotel, fueron unos cuantos desubicados que en la esquina (frente al hotel) estuvieron hasta las 4 de la madrugada a gritos y risotadas (acompañados de sendas cajas de vino) :-("
Smart Hotel Montevideo,,June 2021,5,Mi visita,"Hotel muy agradable y cerca del centro. Habitación con kitchenette para hacerte café o té a la tarde, baño muy amplio y cómodo. Lo recomiendo para visitar si van por Montevideo por visita o paseo. No tienen estacionamiento pero si pueden alquilar uno que está a media cuadra de la puerta."
Smart Hotel Montevideo,"Montevideo, Uruguay",May 2021,5,Smart Hotel Montevideo,"Pasamos una noche con mi pareja, una escapada de la rutina. Muy cómodas instalaciones, el servicio muy atento y super amables. Además en el Bar Americano se come super rico. Esperamos volver pronto! (El desayuno fuera de serie!!!!)"
Smart Hotel Montevideo,"Montevideo, Uruguay",June 2021,5,Muy buena atención,"Estuvimos para nuestro aniversario y quedamos encantados, súper limpio todo, y el personal muy amable. Riquísima la comida! La habitación era muy acojedora, impecable limpieza, un baño bien equipado con detalles que hacen la diferencia."
Smart Hotel Montevideo,"Montevideo, Uruguay",May 2021,5,Hotel Smart Montevideo,"Tuvimos la suerte de ir a quedarnos un fin de semana con mi pareja, para relajarnos de la rutina y nos encantó! Exelente atención por parte del personal, muy rica la comida y el desayuno; así como también la habitación, muy linda y cómoda! Esperamos volver muy pronto en alguna escapadita de pareja..."
Smart Hotel Montevideo,"Montevideo, Uruguay",May 2021,5,excelente estadia,espectacular hotel. la habitacion loft es una maravilla. 100% recomendable se olvidaron de nuestro desayuno y nos lo dieron gratis de cortesia. tambien fueron super flexibles con el check out. los que atienden el lugar muy amables
Smart Hotel Montevideo,"Montevideo, Uruguay",May 2021,4,Grata sorpresa!,"El hotel tiene modernas instalaciones, con muy buena higiene y habitaciones confortables. La cama amplia y con buenas almohadas ideal para un buen descanso, parece un detalle menor pero muchas veces es difícil encontrar lugares donde le presten atención a esto. Lo recomiendo."
Smart Hotel Montevideo,"Montevideo, Uruguay",April 2021,5,Súper recomendable.,Encantada con el lugar y con la atención ! La verdad súper recomendable .. el desayuno en la habitación ideal y más para estos tiempos en pandemia ! La habitación 10 puntos .. quede muy satisfecha ! pensando en volver ma próxima semana 😍
Smart Hotel Montevideo,"Montevideo, Uruguay",March 2021,5,Escapada de fin de semana,"Muy buen hotel , las instalaciones estaban impecables , buena ubicación , está cerca de todo y muy buena atención por parte del personal. No puedo hablar sobre el desayuno ya que pedí habitación pero sin desayuno ."
Smart Hotel Montevideo,"Montevideo, Uruguay",January 2021,5,"Cómodo, moderno y cerca de todo.","Tuve que ir a Montevideo por negocios, la ubicación del hotel cerca de Ciudad Vieja y de Plaza Independencia fue perfecta para lo que necesitaba. El hotel es moderno y con habitaciones amplias y bien mantenidas, el trato del personal muy cordial y ameno, siempre dispuesto a asistirme en mis consultas. Sin dudas lo recomiendo."
Smart Hotel Montevideo,"Montevideo, Uruguay",December 2020,5,Cuarentena,"Aloje en el mes de diciembre para realizar mi periodo de cuarentena al regresar del viaje. Se respeta el aislamiento, los servicios que pedí (comida,compras) te los sube hasta la puerta de la habitación. Cuando termine la cuarenta me pidieron presentar el segundo test negativo para poder salir. Muchas gracias por el servicio."
Smart Hotel Montevideo,"Montevideo, Uruguay",January 2021,5,Hotel encantador. Cama y almohadas muy cómodas!,"La ubicación del hotel es fantástica. A pasitos de ciudad vieja y en el centro de Mdeo. La habitación espectacular. Muy cómoda, funcional y moderna. Realmente nos encantó. La relación calidad-precio es excelente. Sin lugar a dudas volvería!"
Smart Hotel Montevideo,"Nice, France",November 2020,5,Hermoso hotel y excelente servicio,Las habitaciones y baños muy amplias y cómodas. El hotel tiene una terraza de uso común con una hermosa vista de los alrededores. Desayuno excelente al igual que el servicio. Todo muy limpio y cuidadoso en este momento
Smart Hotel Montevideo,"Nice, France",September 2020,5,Excelente atención,"Excelente atención y respeto estricto a protocolos COVID. Habitación amplia luminosa, bien dispuesta y con terminaciones de calidad. Se destaca Room Service. Ubicación estratégica en pleno centro, cerca de todo."
Smart Hotel Montevideo,"Nice, France",November 2020,5,Una opción para volver,"Me aloje varios dias por temas de trabajo, habitación super cómoda y amplia, los chicos estan siempre disponibles para lo que necesites y se cumple con los protocolos sanitarios, tapaboca, alcohol, etc! Los recomiendo y los visitare pronto."
Smart Hotel Montevideo,"Nice, France",February 2020,5,Para descansar pero estar cerca de todo,"Pasamos 2 noches, nos atendieron super bien. La habitación es muy comoda y bien amoblada. Es de un estilo moderno y cómodo, pero se encuentra en plena ciudad vieja... Para destacar el desayuno, muy completo y rico."
Smart Hotel Montevideo,"Nice, France",January 2020,5,Un lugar muy calido,Fuimos en forma de ocio ah pasar unos dias y fue excelente todo. Nos encanto y volveríamos a ir. Todo el personal fue muy amable y muy calida la atención. Recomiendo totamete el lugar. Gracias por todo
Smart Hotel Montevideo,"Capital Federal District, Argentina",January 2020,5,Me encanto,"Muy lindo hotel, habitaciones modernas y amplias con una buena ducha y lindas vistas. El personal excelente y muy profesional,me gusto el desayuno y un detalle es que el jugo de naranja sea natural y muy rico.Muy buena ubicacion y centrico, Volvere en cuanto se pueda."
Smart Hotel Montevideo,"Capital Federal District, Argentina",January 2020,5,Excelente Lugar en Montevideo,"El hotel Smart en MVD es un lindo hotel en el centro de MONTEVIDEO, muy lindas vistas desde la terraza, habitaciones cómodas con una ducha muy buena y la atención del personal excelente. Lo súper recomiendo"
Smart Hotel Montevideo,"Capital Federal District, Argentina",January 2020,5,"Lindo hotel, buena ubicación, recomendable.","Habitación cómoda con todo lo necesario, baños en buen estado y funcionalidad, el colchón de la cama un poco incómodo por momentos, pero nada que impida pasarla bien. El Bar de la planta baja dónde se sirve el desayuno en la mañana (muy variado, frutas, quesos, huevos, yogures etc) también tenía almuerzo y cena, con buenas opciones (el chivito muy bueno) personal con muy buena onda. Recomendamos!"
Smart Hotel Montevideo,"Capital Federal District, Argentina",December 2019,5,Excelente ubicación,"El hotel se encuentra a unas pocas cuadras de la Plaza de La Independencia y de la Ciudad Vieja, muy cómodo para recorrer esos lugares. También cerca de la avenida principal para poder hacer compras. Tiene un desayuno americano bien variado y las habitaciones son espaciosas, con hasta incluso un sillón y mesa."
Smart Hotel Montevideo,"Capital Federal District, Argentina",January 2020,5,Cumple totalmente con las expectativas,"Para los que quieran estar cerca de ciudad vieja y al mismo tiempo en el centro de Montevideo es el hotel ideal, a dos cuadras de la plaza principal y de la avenida principal (18 julio) Excelente en precio calidad, se recomienda. Buen desayuno y buena atención del personal."
Smart Hotel Montevideo,"Albi, Italy",January 2020,4,Bien todo menos el servicio de limpieza,"Pedí lo equivalente a una suite (creo que le llaman deluxe) y es amplia, con una linda terraza y comodidades. Lo malo, me limpiaron la habitación a medias (hicieron la cama y limpiaron un poco, pero dejaron algunos residuos). Igual lo recomiendo"
Smart Hotel Montevideo,"Albi, Italy",January 2020,5,Muy bueno,Hotel cercano a la ciudad vieja y centro de Montevideo. Cómoda habitación que incluye hervidor y lavaplatos. El desayuno bastante bueno y completo. La atención del personal es óptima y queda a pasos caminando de la avenida 18 de Julio. Además el Bar Americano es una gran opción para comer o tomar algo durante la tarde si no quieres salir del hotel.
Smart Hotel Montevideo,"Albi, Italy",January 2020,5,Súper recomendado,"Habitación triple excelente en el piso 8 con vista al sunset, atención cálida de todo el personal y el desayuno exquisito. Muy satisfechas con el servicio y la elección que hicimos. Hizo aún más memorable nuestra estadía en Montevideo 💙"
Smart Hotel Montevideo,"Albi, Italy",May 2019,5,Excelente servicio,"Recomendado lugar, buena ubicacion calidad precio. El personal muy amable, realmente me encantó. El desayuno muy bueno y variado y las instalaciones muy bien y en buen estado. Realmente lo recomiendo si desea pasar unos dias de relax"
Smart Hotel Montevideo,"Albi, Italy",December 2019,5,Excelente relación precio/calidad,"Totalmente recomendado. La habitación, las intalaciones del hotel y el personal cumplieron completamente con las expectativas. Como única recomendación, podrían mejorar el gimnasio del hotel en cuanto a equipamiento."
Smart Hotel Montevideo,"Willemstad, Curaçao",December 2019,5,muy buena opción en el centro,"Muy cómodo y moderno, buena ubicación y buen servicio. Máquinas modernas en el gym. Me prestaron una plancha, y solucionaron rápidamente un tema con el aire acondicionado. El desayuno también correcto."
Smart Hotel Montevideo,"Willemstad, Curaçao",January 2019,4,Excelente,"Moderno, bien u ubicado, se nota arguye ha sido bien planificado. El desayuno está mit bien, completo. Por su lugar de ubicación, queda cómodo para las actividades que normalmente desarrollo en la ciudad"
Smart Hotel Montevideo,"Willemstad, Curaçao",December 2019,5,Excelente sitio para sentirse como en su casa,"Esta es mi quinta visita al Smart Hotel, es mi casa en Uruguay por la hospitalidad de todos los empleados desde los chicos de la recepcion, del restaurant, de las chicas de room services ..las habitaciones son comodas, un pequeño apartamento donde tienes todo lo que necesitas..un internet fuerte, cable premium, un microhondas, una pequeña nevera, una limpieza impecable..la ubicacion del hotel permite a uno moverse con libertad en la ciudad donde tienen restaurantes, supermercados, farmacias a su alcance.. Gracias a Alejandro,Lorena, Jose Antonio y todo el staff por su hospitalidad. Ustedes ayudan a hacer la diferencia!"
Smart Hotel Montevideo,"Willemstad, Curaçao",December 2019,5,Excelente Estadia,"Smart Hotel Montevideo es exactamente lo que buscaba. Para un precio muy razonable se recibe calidad incomparable. Le recomendaría altamente el hotel al viajero mas particular. Volveria sin pensarlo dos veces. Todos fueron muy amables, cordiales, y profesionales."
Smart Hotel Montevideo,"Willemstad, Curaçao",November 2019,4,Hotel céntrico y cómodo,"Un hotel confortable, céntrico muy próximo a la Ciudad Vieja. Habitaciones amplias y limpias. Servicio de bar/restaurante agradable y desayuno mu aceptable. El personal del hotel muy agradable y servicial."
Smart Hotel Montevideo,"Cordoba, Argentina",December 2019,5,Buen trato,"Fui con poca expectativa y me encontré con un lugar precioso y una atención soñada de parte de todo el equipo de recepción pero sobre todo de un muchacho (cubano si mal no recuerdo) cuya atención fue súper cordial, lo cual hizo q mediante sus consejos, recomendaciones , etc mi primera vez en uruguay fuera perfecta. Definitivamente recomendable y con seguridad me volveré a hospedar ahí."
Smart Hotel Montevideo,"Cordoba, Argentina",October 2019,5,Excelente atención,"Muy cómodo el hotel y la atención del personal muy eficiente. Las habitaciones impecables, la limpieza y el orden me impresionaron. En recepción me ayudaron con todas las consultas y dudas que tuve como turista. 100% recomendable."
Smart Hotel Montevideo,"Cordoba, Argentina",December 2019,5,Felicitaciones,Mis felicitaciones al personal . Muy atentos y siempre con una sonrisa para solucionar cualquier problema o inquietud .Sin duda repetiremos la visita la verdad un lugar excelente para vacacionar en familia .saludos .
Smart Hotel Montevideo,"Cordoba, Argentina",December 2019,5,Lindas Vistas,"Hotel muy céntrico, cerca de los puntos turisticos de la ciudad, plaza independencia, teatro solis y Mercado del Puerto. Lindas y amplias habitaciones, iguales a las fotos. Limpieza excelente y buena atencion del personal. Sin dudas lo recomiendo y espero regresar a hospedarme aqui por las lindas vistas desde la terraza del ultimo piso."
Smart Hotel Montevideo,"Cordoba, Argentina",December 2019,3,normal,"limpio, atencion normal, las camas un poco blandas, entra mucha luz por las ventanas y las cortinas no llega a tapar la entrada del sol, con unas cortinas mas larga se acaba el problema, en fin buen hotel con poca cosas a mejorar, pileta en la terraza estaria muy bueno ya que al gimnasio no lo utiliza nadie y se encuentra en el iso 10"
Smart Hotel Montevideo,"Madrid, Spain",October 2019,5,Sorprendente,"Excelente ubicación, amabilidad del personal y en especial el recepcionista Alejandro que fue un amor llegamos muy tarde del aeropuerto y nos hicieron el check in muy cómodo pudiendo ir a descansar rápido. Cama muy cómoda y muy linda la terraza, el desayuno exquisito y variado. Calidad precio excelente muy recomendado. España"
Smart Hotel Montevideo,"Madrid, Spain",November 2019,5,Excelente hotel,"Muy bien ubicado y un muy buen gusto por la decoración, bien limpio y lujoso. Los baños son muy amplios y completos, el personal muy atento y educado. Pasamos unos días hermosos. Muchas gracias. 100% Recomendable."
Smart Hotel Montevideo,"Madrid, Spain",November 2019,5,Estupendo,"El hotel está muy bien ubicado, el personal es atento y muy agradable, las instalaciones son modernas, con estilo y cómodas. Tienen un horario muy amplio de limpieza de habitaciones, desayuno y bar. En la planta alta hay gimnasio y una terraza con vistas al mar y la ciudad."
Smart Hotel Montevideo,"Madrid, Spain",October 2019,5,Excelente!,"Precioso hotel, muy lindas y limpias las habitaciones. Riquísimo el desayuno y con buenos servicios. Personal muy amable, especialmente Alejandro, excelente el trato con el público. Lo recomiendo a todo el mundo."
Smart Hotel Montevideo,"Madrid, Spain",October 2019,5,Increíble!!!,"Excelente hotel, con muy buena ubicación para turistear por la Rambla y Ciudad Vieja. Sus habitaciones muy limpias, elegantes, aseo diario, el personal de lo más educado y amable. La comida exquisita, es una pizca de lo que hay en el Uruguay. Quedo muy agradecido y satisfecho con el servicio. Calificación excelente: 10!!!"
Smart Hotel Montevideo,"Montevideo, Uruguay",September 2019,5,Recomiendo!,"Muy buena ubicación, cerca de todo. Excelente atención en la recepción, los que me dieron mucha información y fueron muy profesionales. Lindas las habitaciones y muy buena la limpieza. Me gusto el desayuno, las hamburguesas del bar, el gimnasio y la terraza."
Smart Hotel Montevideo,"Montevideo, Uruguay",September 2019,5,Excelencia de hotel y servicio.,"Cuando viajé a Uruguay, por cuestiones de turismo, una de las cosas que más me preocupaba era la estadía ya que era mi primera vez en el país suramericano y la verdad que Smart Hotel fué una de las mejores experiencuas en mi visita en el país. Ubicación excelente, limpieza impecable, buena comida, unas vistas hermosas y únicas en la terraza del mismo. De último y no lo menos importante me gustaría destacar el servicio de calidad y el calor humano y familiar que te brindan sus empleados. Sin duda cuando vuelva a Uruguay mi lugar será en Smart Hotel e invito a todas las personas que visiten Montevideo que se hospeden en ese hotel ya que es un experiencia inigualable."
Smart Hotel Montevideo,"Montevideo, Uruguay",October 2019,5,Excelente!!,"Excelente el hotel y el servicio. Moderno y súper limpio, este hotel se encuentra en una perfecta ubicación. Todo el personal impecable, muy amables y serviciales. Las habitaciones son grandes y limpias. Muy bonito el Restaurante y la comida muy buena. Definitivamente volvería sin duda."
Smart Hotel Montevideo,"Montevideo, Uruguay",November 2019,5,Excelente todo!,"Buen hotel, buena ubicación céntrica. Relación calidad/precio. Habitación limpias, colchones cómodos y personal de front excelente para ayudar en todas las dudas que tengas. Desayuno acorde Volvería a alojar. Recomendable"
Smart Hotel Montevideo,"Montevideo, Uruguay",October 2019,5,Muy Recomendable,"Un pequeño hotel con una ubicación envidiable,las vistas de la terraza son increíbles, tiene un confort acorde con su categoría, todo muy limpio y ordenado, el servicio adecuado y la comida bien elaborada. Volvería sin duda."
Smart Hotel Montevideo,"Montevideo, Uruguay",November 2019,5,Excelente hotel!!!,"Muy ordenada y limpia la habitación, personal amable, muy linda vista desde la terraza, el restaurante es muy rico! Desayuno muy recomendable, cerca de la plaza independencia y de la avenida 18 de julio."
Smart Hotel Montevideo,"Montevideo, Uruguay",October 2019,5,Sra,"Moderno y súper limpio, este hotel se encuentra en una perfecta ubicación para recorrer la Ciudad Vieja. El personal de la recepción, impecable y sobre todo darle las gracias a Alejandro por su excelente atencion. Las habitaciones son grandes y limpias, tiene una bonita vista desde el balcon y no tienes que salir del hotel para desayunar o almorzar porque también tienen servicio de restaurante. Definitivamente volvería sin duda."
Smart Hotel Montevideo,"Montevideo, Uruguay",November 2019,5,Gracias por todo.,"Excelente todo, muy servicial el personal del hotel (loby) nos orientaron en todo conseguimos un buen tour y taxi para volver al aeropuerto, lo recomiendo 100% para volver a uruguay, la pasamos excelente."
Smart Hotel Montevideo,"Montevideo, Uruguay",October 2019,5,Muy buena relación calidad - precio,"Muy buena relación calidad-precio. Todo perfecto: muy buen desayuno, comodidad de la cama y almohadas, servicios, buenas vistas, ubicación, trato del personal, wifi, sala de reuniones... 100% recomendable."
Smart Hotel Montevideo,"Montevideo, Uruguay",October 2019,4,Confortable,"Es un lugar ideal para descansar. Las habitaciones son acogedoras, tiene cómodas camas, la decoración es moderna, las máquinas del Gym están en buenas condiciones y la vista es muy linda, de noche y de día. Si bien el desayuno es tipo americano, es deliciosos, al igual quel restaurantes del hotel en los distintos horarios la comida es muy rica."
Smart Hotel Montevideo,"Buenos Aires, Argentina",July 2019,4,Minimalismo en excelente ubicación!!!,"Ubicado en el centro de Montevideo, a dos cuadras de la Plaza Independencia, en el límite con la Ciudad Vieja, a metros del Teatro Solís, de la Peatonal Sarandí y para ir caminando al puerto. Moderno, con un diseño minimalista, es sumamente cómodo, agradable y confortable. La limpieza se hace notar. Las habitaciones son amplias, con excelente calefacción, colchones y almohadas que agradan al cuerpo, jarra eléctrica, frigobar, caja fuerte y una excelente ducha. El desayuno buffet es muy bueno. El personal es muy amable. Sin duda, para recomendar!!! Y claro, para volver."
Smart Hotel Montevideo,"Buenos Aires, Argentina",October 2019,4,"Comodo, limpio y agradable","Comodo, limpio y agradable. Buena ubicación y un desayuno muy bueno. La recepción es agradable. Habitación espaciosa con un sofa y mesa. Había una jarra electrica lo cual fue muy util para hervir agua"
Smart Hotel Montevideo,"Buenos Aires, Argentina",October 2019,5,excelente,"Muy cómodo , muy amables el trato del personal , el desayuno no tiene mucha variedad pero tiene lo necesario , es un hotel con un diseño moderno , un estilo minimalista lo que a mi gusto lo hace confortable"
Smart Hotel Montevideo,"Buenos Aires, Argentina",October 2019,5,Una excelente opción en Montevideo,"Todo es muy bueno: las habitaciones, el desayuno, el staff, la ubicación, el restaurante. Es una excelente opción en el centro de Montevideo, muy cerca de la calle 18 de Julio y de la plaza Independencia."
Smart Hotel Montevideo,"Buenos Aires, Argentina",September 2019,3,Lindísimo hotel que tiene que solucionar problemas de ruido y blackouts en los cuartos,"Muy lindo hotel, moderno, limpio y muy buena atención. Lamentablemente falla la aislación de las ventanas y entra mucho ruido. Los blackouts son cortos y no cubren las ventanas con lo cual entra muchísima luz por las mañanas lo cual es molesto."
Smart Hotel Montevideo,"Montevideo, Uruguay",September 2019,5,Ideal para descansar,"El hotel es moderno, limpio y la ubicación perfecta para recorrer caminando el centro histórico, ir al teatro o caminar por la rambla. Las personas fueron educadas y atentas, cin buena disposición para recibir al turista, tanto en el hotel como en los demás lugares que visitamos. Si bien el hotel no tiene estacionamiento propio siempre hay lugar libre para estacionar en la calle y el lugar es seguro."
